X:	U:	P:	RO:	E:	Q:
1.73	5.00876e-144	0.285714	0.357143	1.2	1.597e-144
1.731	1.13623e-144	0.285714	0.357143	1.2	3.62503e-145
1.732	2.5721e-145	0.285714	0.357143	1.2	8.21111e-146
1.733	5.8101e-146	0.285714	0.357143	1.2	1.85596e-146
1.734	1.30963e-146	0.285714	0.357143	1.2	4.18607e-147
1.735	2.94562e-147	0.285714	0.357143	1.2	9.42123e-148
1.736	6.61089e-148	0.285714	0.357143	1.2	2.11576e-148
1.737	1.48045e-148	0.285714	0.357143	1.2	4.74106e-149
1.738	3.30805e-149	0.285714	0.357143	1.2	1.06006e-149
1.739	7.37543e-150	0.285714	0.357143	1.2	2.36495e-150
1.74	1.64073e-150	0.285714	0.357143	1.2	5.2644e-151
1.741	3.64177e-151	0.285714	0.357143	1.2	1.16924e-151
1.742	8.0651e-152	0.285714	0.357143	1.2	2.59108e-152
1.743	1.78207e-152	0.285714	0.357143	1.2	5.72895e-153
1.744	3.92871e-153	0.285714	0.357143	1.2	1.26381e-153
1.745	8.64138e-154	0.285714	0.357143	1.2	2.7816e-154
1.746	1.89635e-154	0.285714	0.357143	1.2	6.10818e-155
1.747	4.15194e-155	0.285714	0.357143	1.2	1.33822e-155
1.748	9.06936e-156	0.285714	0.357143	1.2	2.92506e-156
1.749	1.97648e-156	0.285714	0.357143	1.2	6.37869e-157
1.75	4.29725e-157	0.285714	0.357143	1.2	1.38776e-157
1.751	9.32119e-158	0.285714	0.357143	1.2	3.01215e-158
1.752	2.0171e-158	0.285714	0.357143	1.2	6.52255e-159
1.753	4.3547e-159	0.285714	0.357143	1.2	1.40906e-159
1.754	9.379e-160	0.285714	0.357143	1.2	3.03678e-160
1.755	2.01521e-160	0.285714	0.357143	1.2	6.52921e-161
1.756	4.31964e-161	0.285714	0.357143	1.2	1.40046e-161
1.757	9.23704e-162	0.285714	0.357143	1.2	2.99668e-162
1.758	1.97048e-162	0.285714	0.357143	1.2	6.39682e-163
1.759	4.19339e-163	0.285714	0.357143	1.2	1.3622e-163
1.76	8.90239e-164	0.285714	0.357143	1.2	2.89378e-164
1.761	1.88536e-164	0.285714	0.357143	1.2	6.13247e-165
1.762	3.98312e-165	0.285714	0.357143	1.2	1.29643e-165
1.763	8.39447e-166	0.285714	0.357143	1.2	2.73402e-166
1.764	1.76482e-166	0.285714	0.357143	1.2	5.75164e-167
1.765	3.70118e-167	0.285714	0.357143	1.2	1.20702e-167
1.766	7.74306e-168	0.285714	0.357143	1.2	2.5268e-168
1.767	1.61589e-168	0.285714	0.357143	1.2	5.2766e-169
1.768	3.36388e-169	0.285714	0.357143	1.2	1.09917e-169
1.769	6.98538e-170	0.285714	0.357143	1.2	2.284e-170
1.77	1.44698e-170	0.285714	0.357143	1.2	4.73423e-171
1.771	2.98986e-171	0.285714	0.357143	1.2	9.78861e-172
1.772	6.1625e-172	0.285714	0.357143	1.2	2.01887e-172
1.773	1.267e-172	0.285714	0.357143	1.2	4.15345e-173
1.774	2.59841e-173	0.285714	0.357143	1.2	8.52356e-174
1.775	5.31553e-174	0.285714	0.357143	1.2	1.74478e-174
1.776	1.08466e-174	0.285714	0.357143	1.2	3.5626e-175
1.777	2.20771e-175	0.285714	0.357143	1.2	7.25601e-176
1.778	4.48224e-176	0.285714	0.357143	1.2	1.47411e-176
1.779	9.07711e-177	0.285714	0.357143	1.2	2.98718e-177
1.78	1.83357e-177	0.285714	0.357143	1.2	6.03797e-178
1.781	3.69439e-178	0.285714	0.357143	1.2	1.21735e-178
1.782	7.42475e-179	0.285714	0.357143	1.2	2.44812e-179
1.783	1.48837e-179	0.285714	0.357143	1.2	4.91067e-180
1.784	2.97599e-180	0.285714	0.357143	1.2	9.82513e-181
1.785	5.93523e-181	0.285714	0.357143	1.2	1.96075e-181
1.786	1.18067e-181	0.285714	0.357143	1.2	3.90292e-182
1.787	2.34263e-182	0.285714	0.357143	1.2	7.74892e-183
1.788	4.63616e-183	0.285714	0.357143	1.2	1.53452e-183
1.789	9.1515e-184	0.285714	0.357143	1.2	3.03097e-184
1.79	1.80179e-184	0.285714	0.357143	1.2	5.97129e-185
1.791	3.53825e-185	0.285714	0.357143	1.2	1.17335e-185
1.792	6.93022e-186	0.285714	0.357143	1.2	2.29965e-186
1.793	1.35387e-186	0.285714	0.357143	1.2	4.49537e-187
1.794	2.638e-187	0.285714	0.357143	1.2	8.7647e-188
1.795	5.12672e-188	0.285714	0.357143	1.2	1.70441e-188
1.796	9.93732e-189	0.285714	0.357143	1.2	3.30581e-189
1.797	1.92115e-189	0.285714	0.357143	1.2	6.39504e-190
1.798	3.70438e-190	0.285714	0.357143	1.2	1.23387e-190
1.799	7.12408e-191	0.285714	0.357143	1.2	2.3744e-191
1.8	1.36647e-191	0.285714	0.357143	1.2	4.55717e-192
1.801	2.61411e-192	0.285714	0.357143	1.2	8.72351e-193
1.802	4.98772e-193	0.285714	0.357143	1.2	1.66548e-193
1.803	9.49144e-194	0.285714	0.357143	1.2	3.17132e-194
1.804	1.80141e-194	0.285714	0.357143	1.2	6.02266e-195
1.805	3.40987e-195	0.285714	0.357143	1.2	1.14073e-195
1.806	6.43741e-196	0.285714	0.357143	1.2	2.15489e-196
1.807	1.21207e-196	0.285714	0.357143	1.2	4.05985e-197
1.808	2.27607e-197	0.285714	0.357143	1.2	7.62845e-198
1.809	4.26269e-198	0.285714	0.357143	1.2	1.42956e-198
1.81	7.96197e-199	0.285714	0.357143	1.2	2.67181e-199
1.811	1.48318e-199	0.285714	0.357143	1.2	4.98017e-200
1.812	2.7555e-200	0.285714	0.357143	1.2	9.25801e-201
1.813	5.10552e-201	0.285714	0.357143	1.2	1.71642e-201
1.814	9.43432e-202	0.285714	0.357143	1.2	3.17365e-202
1.815	1.73864e-202	0.285714	0.357143	1.2	5.85224e-203
1.816	3.19549e-203	0.285714	0.357143	1.2	1.07625e-203
1.817	5.85718e-204	0.285714	0.357143	1.2	1.97392e-204
1.818	1.07069e-204	0.285714	0.357143	1.2	3.6105e-205
1.819	1.95192e-205	0.285714	0.357143	1.2	6.58608e-206
1.82	3.54877e-206	0.285714	0.357143	1.2	1.19814e-206
1.821	6.43448e-207	0.285714	0.357143	1.2	2.17372e-207
1.822	1.1635e-207	0.285714	0.357143	1.2	3.93293e-208
1.823	2.09812e-208	0.285714	0.357143	1.2	7.09647e-209
1.824	3.7732e-209	0.285714	0.357143	1.2	1.27697e-209
1.825	6.76705e-210	0.285714	0.357143	1.2	2.29156e-210
1.826	1.21032e-210	0.285714	0.357143	1.2	4.101e-211
1.827	2.15877e-211	0.285714	0.357143	1.2	7.31906e-212
1.828	3.83988e-212	0.285714	0.357143	1.2	1.30265e-212
1.829	6.81138e-213	0.285714	0.357143	1.2	2.31207e-213
1.83	1.20491e-213	0.285714	0.357143	1.2	4.09239e-214
1.831	2.12556e-214	0.285714	0.357143	1.2	7.22361e-215
1.832	3.73932e-215	0.285714	0.357143	1.2	1.27154e-215
1.833	6.56009e-216	0.285714	0.357143	1.2	2.23204e-216
1.834	1.14768e-216	0.285714	0.357143	1.2	3.90723e-217
1.835	2.00229e-217	0.285714	0.357143	1.2	6.82071e-218
1.836	3.48358e-218	0.285714	0.357143	1.2	1.18736e-218
1.837	6.04388e-219	0.285714	0.357143	1.2	2.06123e-219
1.838	1.04567e-219	0.285714	0.357143	1.2	3.56827e-220
1.839	1.8041e-220	0.285714	0.357143	1.2	6.15993e-221
1.84	3.10393e-221	0.285714	0.357143	1.2	1.06042e-221
1.841	5.32534e-222	0.285714	0.357143	1.2	1.8204e-222
1.842	9.11101e-223	0.285714	0.357143	1.2	3.11629e-223
1.843	1.55441e-223	0.285714	0.357143	1.2	5.31971e-224
1.844	2.64451e-224	0.285714	0.357143	1.2	9.0556e-225
1.845	4.48645e-225	0.285714	0.357143	1.2	1.53718e-225
1.846	7.58991e-226	0.285714	0.357143	1.2	2.602e-226
1.847	1.2804e-226	0.285714	0.357143	1.2	4.39202e-227
1.848	2.15391e-227	0.285714	0.357143	1.2	7.39254e-228
1.849	3.6131e-228	0.285714	0.357143	1.2	1.24078e-228
1.85	6.04372e-229	0.285714	0.357143	1.2	2.07666e-229
1.851	1.00808e-229	0.285714	0.357143	1.2	3.46581e-230
1.852	1.6767e-230	0.285714	0.357143	1.2	5.7678e-231
1.853	2.78088e-231	0.285714	0.357143	1.2	9.57151e-232
1.854	4.59908e-232	0.285714	0.357143	1.2	1.58385e-232
1.855	7.58444e-233	0.285714	0.357143	1.2	2.61343e-233
1.856	1.2472e-233	0.285714	0.357143	1.2	4.3e-234
1.857	2.04508e-234	0.285714	0.357143	1.2	7.0548e-235
1.858	3.34381e-235	0.285714	0.357143	1.2	1.15414e-235
1.859	5.45168e-236	0.285714	0.357143	1.2	1.88274e-236
1.86	8.86286e-237	0.285714	0.357143	1.2	3.06249e-237
1.861	1.43672e-237	0.285714	0.357143	1.2	4.96722e-238
1.862	2.32232e-238	0.285714	0.357143	1.2	8.03347e-239
1.863	3.74302e-239	0.285714	0.357143	1.2	1.29552e-239
1.864	6.01552e-240	0.285714	0.357143	1.2	2.08322e-240
1.865	9.63989e-241	0.285714	0.357143	1.2	3.3402e-241
1.866	1.54034e-241	0.285714	0.357143	1.2	5.34018e-242
1.867	2.45419e-242	0.285714	0.357143	1.2	8.51304e-243
1.868	3.89891e-243	0.285714	0.357143	1.2	1.35318e-243
1.869	6.17619e-244	0.285714	0.357143	1.2	2.14472e-244
1.87	9.75528e-245	0.285714	0.357143	1.2	3.38942e-245
1.871	1.53638e-245	0.285714	0.357143	1.2	5.34095e-246
1.872	2.41265e-246	0.285714	0.357143	1.2	8.39171e-247
1.873	3.77771e-247	0.285714	0.357143	1.2	1.31467e-247
1.874	5.8979e-248	0.285714	0.357143	1.2	2.05362e-248
1.875	9.18122e-249	0.285714	0.357143	1.2	3.19858e-249
1.876	1.42507e-249	0.285714	0.357143	1.2	4.96737e-250
1.877	2.20549e-250	0.285714	0.357143	1.2	7.69177e-251
1.878	3.40331e-251	0.285714	0.357143	1.2	1.18756e-251
1.879	5.23634e-252	0.285714	0.357143	1.2	1.82815e-252
1.88	8.03307e-253	0.285714	0.357143	1.2	2.80606e-253
1.881	1.22874e-253	0.285714	0.357143	1.2	4.29444e-254
1.882	1.87398e-254	0.285714	0.357143	1.2	6.55299e-255
1.883	2.84966e-255	0.285714	0.357143	1.2	9.97002e-256
1.884	4.32058e-256	0.285714	0.357143	1.2	1.51242e-256
1.885	6.53148e-257	0.285714	0.357143	1.2	2.28755e-257
1.886	9.84466e-258	0.285714	0.357143	1.2	3.44974e-258
1.887	1.47947e-258	0.285714	0.357143	1.2	5.18704e-259
1.888	2.21682e-259	0.285714	0.357143	1.2	7.77623e-260
1.889	3.31183e-260	0.285714	0.357143	1.2	1.16234e-260
1.89	4.9331e-261	0.285714	0.357143	1.2	1.73225e-261
1.891	7.32629e-262	0.285714	0.357143	1.2	2.57394e-262
1.892	1.08482e-262	0.285714	0.357143	1.2	3.81326e-263
1.893	1.60156e-263	0.285714	0.357143	1.2	5.63255e-264
1.894	2.35742e-264	0.285714	0.357143	1.2	8.29508e-265
1.895	3.45968e-265	0.285714	0.357143	1.2	1.21799e-265
1.896	5.06223e-266	0.285714	0.357143	1.2	1.78307e-266
1.897	7.38501e-267	0.285714	0.357143	1.2	2.60256e-267
1.898	1.07415e-267	0.285714	0.357143	1.2	3.78733e-268
1.899	1.55767e-268	0.285714	0.357143	1.2	5.49499e-269
1.9	2.25211e-269	0.285714	0.357143	1.2	7.94877e-270
1.901	3.2464e-270	0.285714	0.357143	1.2	1.14639e-270
1.902	4.66565e-271	0.285714	0.357143	1.2	1.64839e-271
1.903	6.68525e-272	0.285714	0.357143	1.2	2.3631e-272
1.904	9.55031e-273	0.285714	0.357143	1.2	3.37753e-273
1.905	1.36022e-273	0.285714	0.357143	1.2	4.81293e-274
1.906	1.9315e-274	0.285714	0.357143	1.2	6.83771e-275
1.907	2.73445e-275	0.285714	0.357143	1.2	9.68504e-276
1.908	3.85953e-276	0.285714	0.357143	1.2	1.36767e-276
1.909	5.43107e-277	0.285714	0.357143	1.2	1.92552e-277
1.91	7.61944e-278	0.285714	0.357143	1.2	2.70271e-278
1.911	1.06573e-278	0.285714	0.357143	1.2	3.78212e-279
1.912	1.48611e-279	0.285714	0.357143	1.2	5.2766e-280
1.913	2.06604e-280	0.285714	0.357143	1.2	7.33929e-281
1.914	2.86356e-281	0.285714	0.357143	1.2	1.01773e-281
1.915	3.95688e-282	0.285714	0.357143	1.2	1.407e-282
1.916	5.45102e-283	0.285714	0.357143	1.2	1.93922e-283
1.917	7.48649e-284	0.285714	0.357143	1.2	2.66464e-284
1.918	1.02507e-284	0.285714	0.357143	1.2	3.65027e-285
1.919	1.39927e-285	0.285714	0.357143	1.2	4.9852e-286
1.92	1.90424e-286	0.285714	0.357143	1.2	6.78753e-287
1.921	2.58352e-287	0.285714	0.357143	1.2	9.21321e-288
1.922	3.49439e-288	0.285714	0.357143	1.2	1.24675e-288
1.923	4.71193e-289	0.285714	0.357143	1.2	1.68195e-289
1.924	6.33419e-290	0.285714	0.357143	1.2	2.2621e-290
1.925	8.48883e-291	0.285714	0.357143	1.2	3.03302e-291
1.926	1.13414e-291	0.285714	0.357143	1.2	4.05416e-292
1.927	1.5106e-292	0.285714	0.357143	1.2	5.40242e-293
1.928	2.00581e-293	0.285714	0.357143	1.2	7.17685e-294
1.929	2.65515e-294	0.285714	0.357143	1.2	9.50469e-295
1.93	3.50385e-295	0.285714	0.357143	1.2	1.25487e-295
1.931	4.60953e-296	0.285714	0.357143	1.2	1.65163e-296
1.932	6.04535e-297	0.285714	0.357143	1.2	2.16711e-297
1.933	7.90385e-298	0.285714	0.357143	1.2	2.83466e-298
1.934	1.03016e-298	0.285714	0.357143	1.2	3.69633e-299
1.935	1.33851e-299	0.285714	0.357143	1.2	4.80495e-300
1.936	1.73375e-300	0.285714	0.357143	1.2	6.22665e-301
1.937	2.23871e-301	0.285714	0.357143	1.2	8.04388e-302
1.938	2.88172e-302	0.285714	0.357143	1.2	1.03591e-302
1.939	3.69785e-303	0.285714	0.357143	1.2	1.32989e-303
1.94	4.73029e-304	0.285714	0.357143	1.2	1.70198e-304
1.941	6.03206e-305	0.285714	0.357143	1.2	2.17136e-305
1.942	7.66798e-306	0.285714	0.357143	1.2	2.7615e-306
1.943	9.71702e-307	0.285714	0.357143	1.2	3.50102e-307
1.944	1.22749e-307	0.285714	0.357143	1.2	4.42465e-308
1.945	1.54575e-308	0.285714	0.357143	1.2	5.57436e-309
1.946	1.94039e-309	0.285714	0.357143	1.2	7.0007e-310
1.947	2.42812e-310	0.285714	0.357143	1.2	8.76431e-311
1.948	3.02885e-311	0.285714	0.357143	1.2	1.09376e-311
1.949	3.76628e-312	0.285714	0.357143	1.2	1.36066e-312
1.95	4.66843e-313	0.285714	0.357143	1.2	1.68735e-313
1.951	5.76836e-314	0.285714	0.357143	1.2	2.08583e-314
1.952	7.10485e-315	0.285714	0.357143	1.2	2.57026e-315
1.953	8.72306e-316	0.285714	0.357143	1.2	3.15714e-316
1.954	1.06742e-316	0.285714	0.357143	1.2	3.86569e-317
1.955	1.30038e-317	0.285714	0.357143	1.2	4.71231e-318
1.956	1.57706e-318	0.285714	0.357143	1.2	5.76204e-319
1.957	1.7984e-319	0.285714	0.357143	1.2	6.84577e-320
1.958	1.38338e-320	0.285714	0.357143	1.2	5.70646e-321
1.959	0	0.285714	0.357143	1.2	0
1.96	0	0.285714	0.357143	1.2	0
1.961	0	0.285714	0.357143	1.2	0
1.962	0	0.285714	0.357143	1.2	0
1.963	0	0.285714	0.357143	1.2	0
1.964	0	0.285714	0.357143	1.2	0
1.965	0	0.285714	0.357143	1.2	0
1.966	0	0.285714	0.357143	1.2	0
1.967	0	0.285714	0.357143	1.2	0
1.968	0	0.285714	0.357143	1.2	0
1.969	0	0.285714	0.357143	1.2	0
1.97	0	0.285714	0.357143	1.2	0
1.971	0	0.285714	0.357143	1.2	0
1.972	0	0.285714	0.357143	1.2	0
1.973	0	0.285714	0.357143	1.2	0
1.974	0	0.285714	0.357143	1.2	0
1.975	0	0.285714	0.357143	1.2	0
1.976	0	0.285714	0.357143	1.2	0
1.977	0	0.285714	0.357143	1.2	0
1.978	0	0.285714	0.357143	1.2	0
1.979	0	0.285714	0.357143	1.2	0
1.98	0	0.285714	0.357143	1.2	0
1.981	0	0.285714	0.357143	1.2	0
1.982	0	0.285714	0.357143	1.2	0
1.983	0	0.285714	0.357143	1.2	0
1.984	0	0.285714	0.357143	1.2	0
1.985	0	0.285714	0.357143	1.2	0
1.986	0	0.285714	0.357143	1.2	0
1.987	0	0.285714	0.357143	1.2	0
1.988	0	0.285714	0.357143	1.2	0
1.989	0	0.285714	0.357143	1.2	0
1.99	0	0.285714	0.357143	1.2	0
1.991	0	0.285714	0.357143	1.2	0
1.992	0	0.285714	0.357143	1.2	0
1.993	0	0.285714	0.357143	1.2	0
1.994	0	0.285714	0.357143	1.2	0
1.995	0	0.285714	0.357143	1.2	0
1.996	0	0.285714	0.357143	1.2	0
1.997	0	0.285714	0.357143	1.2	0
1.998	0	0.285714	0.357143	1.2	0
1.999	0	0.285714	0.357143	1.2	0
