X:	U:	P:	RO:	E:	Q:
-0.478744	-0.696144	1.00008	1.89115	1.32206	0
-0.476629	-0.696143	1.00009	1.89114	1.32206	0
-0.474514	-0.696143	1.00009	1.89113	1.32207	0
-0.472398	-0.696143	1.00009	1.89112	1.32208	0
-0.470283	-0.696143	1.00009	1.89111	1.32209	0
-0.468168	-0.696143	1.00009	1.8911	1.3221	0
-0.466053	-0.696142	1.00009	1.89109	1.32211	0
-0.463938	-0.696142	1.00009	1.89108	1.32212	0
-0.461823	-0.696141	1.00009	1.89107	1.32212	0
-0.459707	-0.696141	1.00009	1.89106	1.32213	0
-0.457592	-0.696141	1.00009	1.89105	1.32214	0
-0.455477	-0.696141	1.00009	1.89104	1.32215	0
-0.453362	-0.69614	1.0001	1.89103	1.32215	0
-0.451246	-0.69614	1.0001	1.89103	1.32216	0
-0.449131	-0.69614	1.0001	1.89102	1.32217	0
-0.447016	-0.696139	1.0001	1.89101	1.32218	0
-0.444901	-0.696139	1.0001	1.891	1.32218	0
-0.442785	-0.696139	1.0001	1.89099	1.32219	0
-0.44067	-0.696138	1.0001	1.89098	1.3222	0
-0.438555	-0.696138	1.0001	1.89098	1.3222	0
-0.43644	-0.696138	1.0001	1.89097	1.32221	0
-0.434324	-0.696138	1.0001	1.89096	1.32222	0
-0.432209	-0.696137	1.00011	1.89095	1.32222	0
-0.430094	-0.696137	1.00011	1.89095	1.32223	0
-0.427978	-0.696137	1.00011	1.89094	1.32224	0
-0.425863	-0.696136	1.00011	1.89093	1.32224	0
-0.423747	-0.696136	1.00011	1.89093	1.32225	0
-0.421632	-0.696135	1.00011	1.89092	1.32226	0
-0.419517	-0.696135	1.00011	1.89091	1.32226	0
-0.417401	-0.696135	1.00011	1.89091	1.32227	0
-0.415286	-0.696134	1.00011	1.8909	1.32227	0
-0.413171	-0.696134	1.00011	1.89089	1.32228	0
-0.411055	-0.696133	1.00012	1.89089	1.32228	0
-0.40894	-0.696133	1.00012	1.89088	1.32229	0
-0.406824	-0.696133	1.00012	1.89088	1.3223	0
-0.404709	-0.696132	1.00012	1.89087	1.3223	0
-0.402594	-0.696132	1.00012	1.89086	1.32231	0
-0.400478	-0.696131	1.00012	1.89086	1.32231	0
-0.398363	-0.696131	1.00012	1.89085	1.32232	0
-0.396247	-0.696131	1.00012	1.89085	1.32232	0
-0.394132	-0.69613	1.00013	1.89084	1.32233	0
-0.392016	-0.69613	1.00013	1.89084	1.32233	0
-0.389901	-0.696129	1.00013	1.89083	1.32234	0
-0.387785	-0.696129	1.00013	1.89083	1.32234	0
-0.38567	-0.696129	1.00013	1.89082	1.32235	0
-0.383554	-0.696128	1.00013	1.89082	1.32235	0
-0.381439	-0.696128	1.00013	1.89081	1.32236	0
-0.379323	-0.696127	1.00013	1.89081	1.32236	0
-0.377208	-0.696126	1.00013	1.89081	1.32237	0
-0.375092	-0.696126	1.00014	1.8908	1.32237	0
-0.372977	-0.696125	1.00014	1.8908	1.32237	0
-0.370861	-0.696125	1.00014	1.89079	1.32238	0
-0.368746	-0.696125	1.00014	1.89079	1.32238	0
-0.36663	-0.696124	1.00014	1.89078	1.32239	3.61516e-08
-0.364515	-0.696124	1.00014	1.89078	1.32239	0
-0.362399	-0.696123	1.00014	1.89078	1.3224	0
-0.360284	-0.696123	1.00014	1.89077	1.3224	0
-0.358168	-0.696122	1.00014	1.89077	1.32241	0
-0.356053	-0.696121	1.00015	1.89077	1.32241	0
-0.353937	-0.696121	1.00015	1.89076	1.32241	0
-0.351822	-0.696121	1.00015	1.89076	1.32242	0
-0.349706	-0.69612	1.00015	1.89076	1.32242	2.45887e-08
-0.34759	-0.69612	1.00015	1.89075	1.32243	0
-0.345475	-0.696119	1.00015	1.89075	1.32243	0
-0.343359	-0.696118	1.00015	1.89074	1.32243	0
-0.341244	-0.696118	1.00016	1.89074	1.32244	0
-0.339128	-0.696117	1.00016	1.89074	1.32244	0
-0.337013	-0.696117	1.00016	1.89074	1.32244	0
-0.334897	-0.696116	1.00016	1.89073	1.32245	0
-0.332781	-0.696115	1.00016	1.89073	1.32245	0
-0.330666	-0.696115	1.00016	1.89073	1.32246	0
-0.32855	-0.696114	1.00016	1.89073	1.32246	0
-0.326435	-0.696114	1.00016	1.89072	1.32246	0
-0.324319	-0.696113	1.00017	1.89072	1.32247	0
-0.322204	-0.696112	1.00017	1.89072	1.32247	0
-0.320088	-0.696112	1.00017	1.89071	1.32247	0
-0.317972	-0.696111	1.00017	1.89071	1.32248	0
-0.315857	-0.69611	1.00017	1.89071	1.32248	0
-0.313741	-0.69611	1.00017	1.89071	1.32248	0
-0.311626	-0.696109	1.00017	1.89071	1.32249	0
-0.30951	-0.696109	1.00018	1.8907	1.32249	0
-0.307394	-0.696108	1.00018	1.8907	1.32249	0
-0.305279	-0.696107	1.00018	1.8907	1.3225	0
-0.303163	-0.696107	1.00018	1.8907	1.3225	0
-0.301047	-0.696107	1.00018	1.89069	1.3225	0
-0.298932	-0.696105	1.00018	1.89069	1.32251	0
-0.296816	-0.696105	1.00018	1.89069	1.32251	0
-0.294701	-0.696104	1.00019	1.89069	1.32251	0
-0.292585	-0.696103	1.00019	1.89069	1.32252	0
-0.290469	-0.696103	1.00019	1.89069	1.32252	0
-0.288354	-0.696102	1.00019	1.89068	1.32252	0
-0.286238	-0.696101	1.00019	1.89068	1.32253	1.99614e-08
-0.284122	-0.696101	1.00019	1.89068	1.32253	0
-0.282007	-0.6961	1.0002	1.89068	1.32253	0
-0.279891	-0.696099	1.0002	1.89068	1.32254	0
-0.277775	-0.696099	1.0002	1.89068	1.32254	0
-0.27566	-0.696097	1.0002	1.89068	1.32254	0
-0.273544	-0.696096	1.0002	1.89067	1.32255	0
-0.271429	-0.696096	1.0002	1.89067	1.32255	0
-0.269313	-0.696095	1.00021	1.89067	1.32255	0
-0.267197	-0.696094	1.00021	1.89067	1.32255	0
-0.265082	-0.696094	1.00021	1.89067	1.32256	0
-0.262966	-0.696092	1.00021	1.89067	1.32256	0
-0.26085	-0.696092	1.00021	1.89067	1.32256	0
-0.258735	-0.696091	1.00021	1.89067	1.32257	0
-0.256619	-0.696089	1.00022	1.89067	1.32257	0
-0.254503	-0.696089	1.00022	1.89066	1.32257	0
-0.252388	-0.696088	1.00022	1.89067	1.32258	0
-0.250272	-0.696087	1.00022	1.89067	1.32258	0
-0.248156	-0.696087	1.00022	1.89066	1.32258	0
-0.246041	-0.696086	1.00022	1.89066	1.32258	0
-0.243925	-0.696084	1.00023	1.89066	1.32259	0
-0.241809	-0.696084	1.00023	1.89066	1.32259	0
-0.239694	-0.696083	1.00023	1.89066	1.32259	0
-0.237578	-0.696081	1.00023	1.89066	1.3226	0
-0.235462	-0.696081	1.00023	1.89066	1.3226	0
-0.233347	-0.69608	1.00024	1.89066	1.3226	0
-0.231231	-0.696078	1.00024	1.89066	1.3226	0
-0.229115	-0.696078	1.00024	1.89066	1.32261	0
-0.227	-0.696077	1.00024	1.89066	1.32261	0
-0.224884	-0.696075	1.00024	1.89066	1.32261	0
-0.222768	-0.696075	1.00024	1.89066	1.32261	0
-0.220653	-0.696074	1.00025	1.89066	1.32262	0
-0.218537	-0.696072	1.00025	1.89066	1.32262	0
-0.216421	-0.696072	1.00025	1.89066	1.32262	0
-0.214306	-0.696071	1.00025	1.89066	1.32262	0
-0.21219	-0.696069	1.00026	1.89066	1.32263	0
-0.210074	-0.696068	1.00026	1.89066	1.32263	0
-0.207959	-0.696067	1.00026	1.89066	1.32263	0
-0.205843	-0.696065	1.00026	1.89066	1.32264	0
-0.203727	-0.696065	1.00026	1.89066	1.32264	0
-0.201612	-0.696064	1.00027	1.89066	1.32264	0
-0.199496	-0.696062	1.00027	1.89067	1.32264	0
-0.19738	-0.696061	1.00027	1.89066	1.32265	0
-0.195265	-0.696061	1.00027	1.89066	1.32265	0
-0.193149	-0.696058	1.00028	1.89067	1.32265	0
-0.191033	-0.696057	1.00028	1.89067	1.32265	0
-0.188918	-0.696057	1.00028	1.89067	1.32266	0
-0.186802	-0.696055	1.00028	1.89067	1.32266	0
-0.184687	-0.696053	1.00029	1.89067	1.32266	1.58244e-08
-0.182571	-0.696053	1.00029	1.89067	1.32266	0
-0.180455	-0.696051	1.00029	1.89067	1.32267	0
-0.17834	-0.696049	1.00029	1.89067	1.32267	5.09678e-08
-0.176224	-0.696049	1.00029	1.89067	1.32267	0
-0.174108	-0.696047	1.0003	1.89067	1.32267	0
-0.171993	-0.696045	1.0003	1.89068	1.32268	0
-0.169877	-0.696044	1.0003	1.89068	1.32268	0
-0.167761	-0.696043	1.00031	1.89068	1.32268	0
-0.165646	-0.69604	1.00031	1.89068	1.32268	0
-0.16353	-0.69604	1.00031	1.89068	1.32269	0
-0.161414	-0.696039	1.00031	1.89068	1.32269	0
-0.159299	-0.696036	1.00032	1.89069	1.32269	0
-0.157183	-0.696034	1.00032	1.89069	1.32269	0
-0.155067	-0.696034	1.00032	1.89069	1.3227	0
-0.152952	-0.696032	1.00033	1.89069	1.3227	0
-0.150836	-0.696029	1.00033	1.89069	1.3227	0
-0.148721	-0.696029	1.00033	1.89069	1.3227	0
-0.146605	-0.696028	1.00033	1.89069	1.32271	0
-0.144489	-0.696024	1.00034	1.8907	1.32271	0
-0.142374	-0.696023	1.00034	1.8907	1.32271	0
-0.140258	-0.696023	1.00034	1.8907	1.32271	0
-0.138142	-0.69602	1.00035	1.89071	1.32272	0
-0.136027	-0.696017	1.00035	1.89071	1.32272	1.24288e-07
-0.133911	-0.696017	1.00035	1.89071	1.32272	0
-0.131796	-0.696015	1.00036	1.89071	1.32273	0
-0.12968	-0.696012	1.00036	1.89072	1.32273	0
-0.127564	-0.696011	1.00036	1.89071	1.32273	0
-0.125449	-0.69601	1.00037	1.89072	1.32273	0
-0.123333	-0.696006	1.00037	1.89072	1.32274	0
-0.121218	-0.696004	1.00037	1.89073	1.32274	1.51187e-07
-0.119102	-0.696004	1.00038	1.89073	1.32274	0
-0.116986	-0.696001	1.00038	1.89073	1.32274	0
-0.114871	-0.695998	1.00039	1.89074	1.32275	0
-0.112755	-0.695997	1.00039	1.89074	1.32275	0
-0.11064	-0.695996	1.00039	1.89074	1.32275	0
-0.108524	-0.695992	1.0004	1.89075	1.32276	0
-0.106409	-0.695989	1.0004	1.89075	1.32276	2.47223e-07
-0.104293	-0.695989	1.0004	1.89075	1.32276	0
-0.102177	-0.695986	1.00041	1.89076	1.32276	0
-0.100062	-0.695982	1.00041	1.89076	1.32277	0
-0.0979464	-0.695981	1.00041	1.89076	1.32277	0
-0.0958308	-0.69598	1.00042	1.89076	1.32277	0
-0.0937153	-0.695976	1.00043	1.89077	1.32277	0
-0.0915997	-0.695972	1.00043	1.89078	1.32278	0
-0.0894842	-0.695972	1.00043	1.89078	1.32278	0
-0.0873687	-0.69597	1.00044	1.89078	1.32278	0
-0.0852531	-0.695965	1.00044	1.89079	1.32279	0
-0.0831376	-0.695962	1.00045	1.89079	1.32279	1.86546e-07
-0.0810221	-0.695962	1.00045	1.89079	1.32279	0
-0.0789066	-0.695959	1.00046	1.8908	1.32279	0
-0.0767911	-0.695954	1.00046	1.89081	1.3228	0
-0.0746756	-0.695951	1.00047	1.89081	1.3228	2.19889e-07
-0.0725601	-0.695951	1.00047	1.89081	1.3228	0
-0.0704446	-0.695948	1.00048	1.89082	1.32281	0
-0.0683291	-0.695942	1.00048	1.89083	1.32281	0
-0.0662136	-0.695939	1.00049	1.89083	1.32281	0
-0.0640982	-0.695939	1.00049	1.89083	1.32281	0
-0.0619827	-0.695935	1.0005	1.89084	1.32282	0
-0.0598672	-0.695929	1.00051	1.89086	1.32282	0
-0.0577518	-0.695927	1.00051	1.89086	1.32282	0
-0.0556364	-0.695926	1.00051	1.89086	1.32283	0
-0.0535209	-0.695922	1.00052	1.89087	1.32283	0
-0.0514055	-0.695915	1.00053	1.89088	1.32284	0
-0.0492901	-0.695913	1.00053	1.89088	1.32284	0
-0.0471747	-0.695913	1.00053	1.89088	1.32284	0
-0.0450592	-0.695908	1.00054	1.8909	1.32284	0
-0.0429438	-0.6959	1.00056	1.89091	1.32285	0
-0.0408285	-0.695897	1.00056	1.89091	1.32285	2.86026e-07
-0.0387131	-0.695897	1.00056	1.89091	1.32285	0
-0.0365977	-0.695893	1.00057	1.89092	1.32286	0
-0.0344823	-0.695885	1.00058	1.89094	1.32286	0
-0.032367	-0.69588	1.00059	1.89094	1.32287	1.33664e-07
-0.0302516	-0.69588	1.00059	1.89094	1.32287	0
-0.0281363	-0.695877	1.0006	1.89096	1.32287	0
-0.0260209	-0.695868	1.00061	1.89097	1.32288	0
-0.0239056	-0.695862	1.00062	1.89098	1.32288	0
-0.0217903	-0.695861	1.00062	1.89098	1.32288	0
-0.019675	-0.695859	1.00063	1.89099	1.32289	0
-0.0175597	-0.695851	1.00064	1.89101	1.32289	0
-0.0154445	-0.695842	1.00065	1.89102	1.3229	0
-0.0133292	-0.695839	1.00066	1.89102	1.3229	0
-0.0112139	-0.695839	1.00066	1.89103	1.3229	0
-0.0090987	-0.695833	1.00067	1.89105	1.32291	0
-0.00698346	-0.695821	1.00069	1.89107	1.32292	0
-0.00486826	-0.695815	1.0007	1.89107	1.32292	0
-0.00275306	-0.695815	1.0007	1.89107	1.32292	0
-0.000637857	-0.695812	1.00071	1.89109	1.32293	0
0.00147733	-0.695801	1.00073	1.89111	1.32293	0
0.00359249	-0.69579	1.00074	1.89113	1.32294	0
0.00570763	-0.695787	1.00074	1.89113	1.32294	4.60912e-07
0.00782276	-0.695787	1.00075	1.89113	1.32294	0
0.0099379	-0.69578	1.00076	1.89115	1.32295	0
0.012053	-0.695766	1.00078	1.89118	1.32296	0
0.0141681	-0.695755	1.0008	1.8912	1.32297	0
0.0162831	-0.695753	1.0008	1.8912	1.32297	0
0.0183982	-0.695753	1.0008	1.89121	1.32297	0
0.0205133	-0.695743	1.00082	1.89123	1.32298	0
0.0226283	-0.695728	1.00085	1.89126	1.32299	0
0.0247433	-0.695716	1.00086	1.89128	1.32299	0
0.0268582	-0.695714	1.00086	1.89128	1.323	0
0.0289732	-0.695713	1.00087	1.89129	1.323	0
0.0310882	-0.695703	1.00089	1.89132	1.32301	0
0.0332031	-0.695684	1.00092	1.89136	1.32302	0
0.035318	-0.69567	1.00094	1.89138	1.32303	0
0.0374328	-0.695666	1.00094	1.89138	1.32303	3.85982e-07
0.0395477	-0.695667	1.00095	1.89139	1.32303	0
0.0416625	-0.695657	1.00097	1.89142	1.32304	0
0.0437774	-0.695636	1.001	1.89146	1.32306	0
0.0458921	-0.695616	1.00103	1.8915	1.32307	0
0.0480069	-0.695608	1.00104	1.89151	1.32307	2.7146e-07
0.0501216	-0.695608	1.00104	1.89151	1.32307	0
0.0522363	-0.695602	1.00106	1.89153	1.32308	0
0.054351	-0.695583	1.00109	1.89158	1.32309	0
0.0564656	-0.695557	1.00113	1.89163	1.32311	0
0.0585802	-0.695539	1.00116	1.89166	1.32312	0
0.0606947	-0.695533	1.00116	1.89167	1.32312	2.22191e-06
0.0628093	-0.695535	1.00116	1.89166	1.32312	0
0.0649238	-0.695525	1.00119	1.8917	1.32313	0
0.0670383	-0.695497	1.00124	1.89177	1.32315	0
0.0691527	-0.695462	1.00129	1.89184	1.32317	0
0.0712671	-0.695437	1.00133	1.89188	1.32319	0
0.0733814	-0.69543	1.00133	1.89189	1.32319	9.22453e-07
0.0754957	-0.69543	1.00133	1.89189	1.32319	0
0.07761	-0.69542	1.00136	1.89192	1.3232	0
0.0797242	-0.695391	1.00142	1.892	1.32322	0
0.0818384	-0.695349	1.00149	1.89209	1.32325	0
0.0839524	-0.695311	1.00154	1.89217	1.32327	0
0.0860664	-0.695289	1.00157	1.8922	1.32328	0
0.0881804	-0.695283	1.00157	1.89221	1.32329	5.16799e-07
0.0902943	-0.695283	1.00157	1.8922	1.32329	0
0.0924082	-0.695277	1.0016	1.89224	1.3233	0
0.0945221	-0.695239	1.00167	1.89234	1.32333	0
0.0966359	-0.695176	1.00178	1.89249	1.32337	0
0.0987495	-0.695108	1.00189	1.89263	1.32341	0
0.100863	-0.695057	1.00196	1.89272	1.32344	0
0.102976	-0.695032	1.00199	1.89276	1.32345	0
0.10509	-0.695027	1.00199	1.89276	1.32345	8.47457e-07
0.107203	-0.695028	1.00199	1.89276	1.32345	3.36343e-06
0.109316	-0.69503	1.00198	1.89275	1.32345	6.08298e-06
0.11143	-0.695034	1.00197	1.89274	1.32345	8.80888e-06
0.113543	-0.695039	1.00196	1.89272	1.32344	1.15742e-05
0.115656	-0.695046	1.00195	1.8927	1.32344	1.43396e-05
0.11777	-0.695055	1.00193	1.89268	1.32343	1.70775e-05
0.119883	-0.695065	1.00191	1.89265	1.32343	1.97496e-05
0.121997	-0.695077	1.00189	1.89262	1.32342	2.23595e-05
0.12411	-0.695091	1.00187	1.89259	1.32341	2.48529e-05
0.126224	-0.695106	1.00184	1.89255	1.3234	2.72827e-05
0.128337	-0.695123	1.00181	1.89251	1.32339	2.94836e-05
0.130451	-0.695141	1.00178	1.89247	1.32338	3.16848e-05
0.132564	-0.695161	1.00175	1.89242	1.32337	3.35303e-05
0.134678	-0.695181	1.00171	1.89238	1.32335	3.49604e-05
0.136792	-0.695203	1.00168	1.89233	1.32334	3.6522e-05
0.138906	-0.695225	1.00164	1.89228	1.32333	3.79886e-05
0.141019	-0.695248	1.0016	1.89222	1.32331	3.88192e-05
0.143133	-0.695272	1.00156	1.89217	1.3233	3.55913e-05
0.145247	-0.695294	1.00152	1.89212	1.32329	4.59908e-05
0.147361	-0.695322	1.00149	1.89206	1.32327	4.068e-05
0.149475	-0.695347	1.00145	1.89201	1.32326	2.46401e-05
0.15159	-0.695362	1.0014	1.89195	1.32324	4.26224e-05
0.153704	-0.695389	1.00148	1.89206	1.32327	0
0.155818	-0.695136	1.00205	1.89282	1.32349	0
0.157931	-0.694592	1.00307	1.8942	1.32387	0
0.160043	-0.693805	1.00446	1.89607	1.3244	0
0.162152	-0.692825	1.00615	1.89834	1.32503	0
0.16426	-0.691692	1.00807	1.90093	1.32576	0
0.166364	-0.690442	1.01016	1.90375	1.32654	0
0.168465	-0.689103	1.0124	1.90676	1.32738	0
0.170563	-0.687694	1.01475	1.90992	1.32826	0
0.172657	-0.686233	1.01718	1.91318	1.32917	0
0.174748	-0.68473	1.01968	1.91654	1.33011	0
0.176835	-0.683195	1.02224	1.91997	1.33106	0
0.178918	-0.681635	1.02483	1.92345	1.33203	0
0.180998	-0.680056	1.02747	1.92698	1.333	0
0.183074	-0.678462	1.03013	1.93055	1.33399	0
0.185146	-0.676855	1.03282	1.93414	1.33499	0
0.187214	-0.675239	1.03553	1.93776	1.33599	0
0.189278	-0.673615	1.03826	1.94141	1.33699	0
0.191338	-0.671985	1.041	1.94507	1.338	0
0.193395	-0.670351	1.04376	1.94874	1.33901	0
0.195447	-0.668713	1.04652	1.95243	1.34003	0
0.197496	-0.667073	1.0493	1.95613	1.34104	0
0.199541	-0.665431	1.05209	1.95984	1.34206	0
0.201582	-0.663788	1.05488	1.96355	1.34308	0
0.203619	-0.662144	1.05768	1.96727	1.3441	0
0.205652	-0.660499	1.06049	1.971	1.34512	0
0.207682	-0.658855	1.06331	1.97474	1.34614	0
0.209707	-0.657211	1.06613	1.97848	1.34716	0
0.211729	-0.655568	1.06895	1.98222	1.34818	0
0.213747	-0.653926	1.07178	1.98597	1.3492	0
0.215761	-0.652284	1.07462	1.98972	1.35022	0
0.217772	-0.650644	1.07746	1.99347	1.35124	0
0.219778	-0.649006	1.0803	1.99722	1.35226	0
0.221781	-0.647369	1.08315	2.00098	1.35327	0
0.22378	-0.645734	1.086	2.00474	1.35429	0
0.225775	-0.6441	1.08885	2.00849	1.35531	0
0.227767	-0.642469	1.09171	2.01225	1.35632	0
0.229755	-0.640839	1.09457	2.01602	1.35734	0
0.231739	-0.639212	1.09743	2.01978	1.35835	0
0.233719	-0.637586	1.10029	2.02354	1.35936	0
0.235696	-0.635963	1.10316	2.02731	1.36038	0
0.237669	-0.634342	1.10603	2.03107	1.36139	0
0.239638	-0.632723	1.1089	2.03483	1.3624	0
0.241604	-0.631107	1.11177	2.0386	1.36341	0
0.243566	-0.629492	1.11465	2.04236	1.36441	0
0.245525	-0.62788	1.11753	2.04613	1.36542	0
0.24748	-0.626271	1.12041	2.04989	1.36643	0
0.249431	-0.624664	1.12329	2.05366	1.36743	0
0.251379	-0.623059	1.12618	2.05742	1.36843	0
0.253323	-0.621457	1.12906	2.06119	1.36944	0
0.255263	-0.619857	1.13195	2.06495	1.37044	0
0.257201	-0.61826	1.13484	2.06871	1.37144	0
0.259134	-0.616665	1.13774	2.07248	1.37243	0
0.261064	-0.615073	1.14063	2.07624	1.37343	0
0.262991	-0.613483	1.14353	2.08	1.37443	0
0.264914	-0.611896	1.14642	2.08376	1.37542	0
0.266833	-0.610311	1.14932	2.08752	1.37642	0
0.26875	-0.608729	1.15222	2.09128	1.37741	0
0.270662	-0.607149	1.15512	2.09504	1.3784	0
0.272572	-0.605572	1.15803	2.0988	1.37939	0
0.274477	-0.603998	1.16093	2.10256	1.38038	0
0.27638	-0.602426	1.16384	2.10632	1.38137	0
0.278279	-0.600856	1.16675	2.11008	1.38235	0
0.280175	-0.599289	1.16966	2.11383	1.38334	0
0.282067	-0.597725	1.17257	2.11759	1.38432	0
0.283956	-0.596163	1.17548	2.12134	1.3853	0
0.285841	-0.594604	1.1784	2.1251	1.38628	0
0.287724	-0.593047	1.18131	2.12885	1.38726	0
0.289603	-0.591493	1.18423	2.1326	1.38824	0
0.291478	-0.589941	1.18715	2.13635	1.38922	0
0.293351	-0.588392	1.19007	2.14011	1.3902	0
0.29522	-0.586846	1.19299	2.14386	1.39117	0
0.297085	-0.585302	1.19591	2.1476	1.39215	0
