time	tau
0.213672	0.000178176
0.21385	0.000180588
0.214031	0.000172645
0.214204	0.000177372
0.214381	0.000182776
0.214564	0.000172555
0.214736	0.000176451
0.214913	0.000184859
0.215098	0.000172332
0.21527	0.000175478
0.215445	0.000187321
0.215633	0.000172036
0.215805	0.000174388
0.215979	0.000188473
0.216168	0.000172332
0.21634	0.000173668
0.216514	0.000186936
0.216701	0.000173768
0.216874	0.000173751
0.217048	0.000185619
0.217234	0.00017447
0.217408	0.000173622
0.217582	0.000184436
0.217766	0.000175518
0.217942	0.000173594
0.218115	0.000183333
0.218299	0.000176103
0.218475	0.000173454
0.218648	0.000182331
0.218831	0.000176962
0.219008	0.000173381
0.219181	0.000181385
0.219362	0.000177401
0.21954	0.000173211
0.219713	0.000180529
0.219894	0.000178091
0.220072	0.000173093
0.220245	0.000179715
0.220424	0.000178404
0.220603	0.000172892
0.220776	0.000178986
0.220955	0.000178935
0.221134	0.00017273
0.221306	0.000178289
0.221485	0.000179927
0.221665	0.000172603
0.221837	0.000177564
0.222015	0.000182522
0.222197	0.000172613
0.22237	0.000176612
0.222546	0.000184264
0.222731	0.000172353
0.222903	0.000175693
0.223079	0.000186896
0.223266	0.000172118
0.223438	0.000174597
0.223612	0.000188794
0.223801	0.000171921
0.223973	0.000173613
0.224147	0.000187208
0.224334	0.0001737
0.224508	0.000173793
0.224681	0.000185857
0.224867	0.000174166
0.225041	0.000173599
0.225215	0.000184663
0.2254	0.000175461
0.225575	0.000173632
0.225749	0.000183533
0.225932	0.000175845
0.226108	0.000173442
0.226282	0.000182526
0.226464	0.000176927
0.226641	0.000173423
0.226815	0.000181554
0.226996	0.000177185
0.227173	0.000173212
0.227346	0.000180698
0.227527	0.000178075
0.227705	0.000173138
0.227878	0.000179858
0.228058	0.000178229
0.228236	0.000172905
0.228409	0.000179131
0.228589	0.000178937
0.228767	0.000172779
0.22894	0.000178407
0.229119	0.000179255
0.229298	0.00017256
0.22947	0.000177761
0.229648	0.000182261
0.22983	0.000172669
0.230003	0.000176778
0.23018	0.000183661
0.230364	0.000172372
0.230536	0.000175912
0.230712	0.000186462
0.230898	0.000172197
0.231071	0.000174811
0.231245	0.000188625
0.231434	0.00017176
0.231606	0.000173719
0.231779	0.000187519
0.231967	0.000173469
0.23214	0.00017379
0.232314	0.000186122
0.2325	0.000173949
0.232674	0.000173602
0.232848	0.000184905
0.233033	0.000175296
0.233208	0.000173647
0.233382	0.000183755
0.233565	0.000175662
0.233741	0.000173452
0.233915	0.000182731
0.234097	0.000176796
0.234274	0.000173446
0.234448	0.000181743
0.234629	0.000177039
0.234806	0.000173231
0.23498	0.000180873
0.23516	0.000177975
0.235338	0.000173169
0.235512	0.000180018
0.235692	0.000178115
0.23587	0.000172933
0.236043	0.000179281
0.236222	0.000178866
0.236401	0.000172818
0.236574	0.000178543
0.236752	0.000178912
0.236931	0.000172562
0.237104	0.000177923
0.237282	0.000181765
0.237463	0.00017268
0.237636	0.000176972
0.237813	0.000183214
0.237996	0.000172415
0.238169	0.000176113
0.238345	0.000185912
0.238531	0.000172254
0.238703	0.000175042
0.238878	0.000188063
0.239066	0.000171851
0.239238	0.000173967
0.239412	0.000187862
0.2396	0.000173053
0.239773	0.000173736
0.239946	0.000186411
0.240133	0.000173851
0.240307	0.00017364
0.24048	0.000185159
0.240666	0.000174997
0.240841	0.000173631
0.241014	0.000183996
0.241198	0.000175582
0.241374	0.000173489
0.241547	0.000182944
0.24173	0.000176545
0.241907	0.000173443
0.24208	0.00018195
0.242262	0.000176986
0.242439	0.000173273
0.242612	0.000181054
0.242793	0.000177768
0.242971	0.000173179
0.243144	0.000180197
0.243325	0.000178085
0.243503	0.000172981
0.243676	0.000179433
0.243855	0.000178701
0.244034	0.00017284
0.244207	0.000178697
0.244385	0.000178902
0.244564	0.000172615
0.244737	0.000178049
0.244915	0.000181036
0.245096	0.000172642
0.245269	0.00017719
0.245446	0.000182924
0.245629	0.000172483
0.245801	0.000176295
0.245977	0.000185249
0.246163	0.000172288
0.246335	0.000175286
0.24651	0.000187582
0.246698	0.000171951
0.24687	0.000174205
0.247044	0.000188211
0.247232	0.000172597
0.247405	0.000173674
0.247578	0.00018671
0.247765	0.000173785
0.247939	0.000173689
0.248113	0.000185419
0.248298	0.000174659
0.248473	0.000173607
0.248646	0.000184246
0.248831	0.000175528
0.249006	0.000173535
0.24918	0.000183163
0.249363	0.000176259
0.249539	0.000173432
0.249713	0.000182165
0.249895	0.000176957
